"id_transect","annee","long","lat"
"1121_Parc de l'abbaye",2021,-0.258066,49.2774265
"1122_Bassin de rétention",2021,-0.266780333333333,49.2838903333333
"1123_Ripisylve et verger",2021,3.60965083333333,43.9900906666667
"1124_Chemin de Campelle",2021,3.600073,43.9935175
"112_PDT AIRE DE JEUX",2021,-0.616366101412727,44.8210361883406
"112_PDT ZONE BOISEE",2021,-0.616548434608427,44.8204961111611
"110_PDL ORCHIDEES PROTEGEES",2021,-0.632966692134363,44.8249193166983
"110_PDL VERGER",2021,-0.63397246349751,44.8248377549787
"110_PDL ZONE BOISEE",2021,-0.635895550343977,44.8248341926587
"109_PDB ALLEE AU NORD DU PLAN D'EAU",2021,-0.632407892925976,44.837237195185
"109_PDB CHATEAU",2021,-0.629412680827082,44.8380851000115
"109_PDB GARENNE MUSSET",2021,-0.627246597486405,44.8361154777742
"109_PDB VERGER",2021,-0.630107429980612,44.8360364116534
"109_PDB PARCELLE NORD PRAIRIE",2021,-0.634553039949481,44.8390894596104
"108_PDOD2V THEATRE",2021,-0.631503120648911,44.845510374599
"108_PDOD2V JARDINIERES",2021,-0.630899566603513,44.8460174212367
"106_PDR PRAIRIE BOUCLE",2021,-0.665005930061918,44.844268247222
"105_PDBSE NOUVELLES PLANTATIONS",2021,-0.679998969462354,44.8423632261641
"105_PDBSE DEPUIS L'ENTREE VERS LE PLAN D'EAU",2021,-0.681589462387162,44.8417739011046
"105_PDBSE AUTOUR DU PLAN D'EAU",2021,-0.68042970918933,44.8418136056481
"167_Port Darblay",2021,2.4836356430122,48.5897234531777
"168_Parc François Mitterrand",2021,2.49965493729346,48.6098365847322
"211_1 : Entrée de service",2021,7.23133393894074,43.6878754255393
"211_2 : Zone naturelle",2021,7.23000516349365,43.6880812083004
"211_3 : Agrées + talus Oliviers",2021,7.23090130241596,43.6870340689947
"210_1 : Pelouse centrale",2021,7.29136142380543,43.7004065521983
"210_2 : Anciens enclos",2021,7.29068441854773,43.700828384414
"210_3 : Bordure écoles",2021,7.29257527668286,43.7000418271686
"210_Zone 4 Prairie Chamaerops",2021,7.2913944,43.6997584
"274_Zone 1",2021,7.27135489797722,43.697434290635
"274_Zone 2",2021,7.2685683245177,43.6964987233407
"274_Zone 3",2021,7.26863269753259,43.6960005132573
"274_Zone 4",2021,7.26898546503868,43.6959635920227
"274_Zone 5",2021,7.26716183740483,43.6956011399952
"1128_Zone 1 Prairie fleurie",2021,7.27931275,43.71914525
"1128_Zone 2 vivaces",2021,7.27902816666667,43.7193036666667
"1128_Zone 3 Massifs annuelles",2021,7.27866,43.7191775
"1128_Zone 4 jardin Français",2021,7.279,43.7187052
"1103_champs de poire",2021,2.45678533333333,48.8698993333333
"776_cesaria evora",2021,2.46039357142857,48.8659664285714
"1129_montreau gestion 1",2021,2.47171846666667,48.8659588666667
"674_montreau gestion 3",2021,2.4751773,48.8647461
"1130_montreau gestion 2",2021,2.47141666666667,48.8643493333333
"950_désiré préaux",2021,2.4312635,48.8625795
"1128_Zone 5 Bois sacré",2021,7.2777004,43.7188414
"1131_marcel cachin",2021,2.4504872,48.8697451
"1133_rue de vincennes",2021,2.43747575,48.856962
"1132_Zone 1 Milieu rocheux",2021,7.3016435,43.6880695
"1134_patriarche",2021,2.44018542857143,48.8616698571429
"1132_Zone 2 Milieu Garrigue",2021,7.2999005,43.7025445
"1135_jean moulin stade",2021,2.44832633333333,48.8580916666667
"1132_Zone 3 Milieu forestier",2021,7.29757733333333,43.6955836666667
"1129_montreau gestion 1",2019,2.47171846666667,48.8659588666667
"1137_montreau gestion 3",2019,2.47542071428571,48.8647434285714
"1135_jean moulin stade",2019,2.44832633333333,48.8580916666667
"1134_patriarche",2019,2.44018542857143,48.8616698571429
"1103_champs de poire",2019,2.45678533333333,48.8698993333333
"776_cesaria evora",2019,2.46039357142857,48.8659664285714
"1133_rue de vincennes",2019,2.43747575,48.856962
"950_désiré préaux",2019,2.4312635,48.8625795
"1131_marcel cachin",2019,2.4504872,48.8697451
"1137_montreau gestion 3",2020,2.47542071428571,48.8647434285714
"1129_montreau gestion 1",2020,2.47171846666667,48.8659588666667
"1130_montreau gestion 2",2020,2.47141666666667,48.8643493333333
"1135_jean moulin stade",2020,2.44832633333333,48.8580916666667
"1134_patriarche",2020,2.44018542857143,48.8616698571429
"1133_rue de vincennes",2020,2.43747575,48.856962
"776_cesaria evora",2020,2.46039357142857,48.8659664285714
"1103_champs de poire",2020,2.45678533333333,48.8698993333333
"1131_marcel cachin",2020,2.4504872,48.8697451
"950_désiré préaux",2020,2.4312635,48.8625795
"1137_montreau gestion 3",2021,2.47542071428571,48.8647434285714
"1140_Prairie",2021,-4.1484335,48.581768
"169_Chemin des cerisiers",2021,2.20860788226128,48.8808910298747
"903_Prairie centrale",2021,2.72866863636364,48.4208506363636
"1144_La Fontaine de Trémargat",2021,-2.91886566666667,48.5897018333333
"66_fort risban",2021,1.8476994815083,50.9637989077858
"51_Promenade des squares haut",2021,1.84120972789027,50.9622411973317
"51_Promenades des squares bas",2021,1.84175045218378,50.9621004292188
"63_vieux-fort côté leroy merlin",2021,1.81380218013179,50.9457386511982
"64_vieux-fort arriere",2021,1.81523961608626,50.9478451037642
"65_vieux-fort pâture à bovin",2021,1.81997126086155,50.9456947148985
"62_citadelle",2021,1.84417463238526,50.9589353018836
"62_terre saint-roch",2021,1.82728490360011,50.9431400388812
"177_Chenard et Walcker- prairie, côté haie entreprise",2021,2.29996684109102,48.9204508706034
"177_Chenard et Walcker- prairie, côté habitations",2021,2.3002827806815,48.9205826096806
"178_Sévines - Aire de jeu Mikado",2021,2.30446676509592,48.9274093513426
"178_Sévines - nouveau tennis couvert",2021,2.30368336497768,48.9293884130609
"178_Sévines - Entrée Louis Roche",2021,2.30500493794259,48.9312450482407
"1145_Transect 2021",2021,0.08842,49.5112616666667
"1042_Megaphorbiaie",2021,4.82282006734416,45.7242023971604
"1042_Gerland Berge",2021,4.82170649367705,45.722148506616
"1166_Prairie Fleurie",2021,2.1908505,48.863701
"1166_Jardin de Garrigue et jardin des insectes",2021,2.189737,48.864319
"1_Cormailles - Long rue Ledru Rollin",2020,2.38600351967339,48.8167277988288
"2_Lac du Héron vmclher 274 /282 RNR ferme + écopat",2020,3.17875538713281,50.6369533341022
"2_Lac du Héron vmclher 193 RNR ""Friche""",2020,3.17647470434783,50.635424323626
"3_vmclher141 RNR Bois des anges",2020,3.18052053451416,50.629365361882
"2_Lac du Héron vmclher 179 RNR ""jachères pavés""",2020,3.17353256966521,50.6327398503831
"4_Prairie fleurie",2020,2.3754715830967,48.9105962105583
"5_Terrasse Château",2020,2.32987263366257,48.9158108421026
"5_Prairie fleurie",2020,2.32740254723798,48.915382705346
"5_Noue sauvage",2020,2.32725692791845,48.9143606767031
"6_Lemaitre",2020,2.36614860745968,48.9632765918801
"7_César",2020,2.34318809319654,48.9610758981955
"8_Noues Pasteur",2020,2.3507771121085,48.9604942944041
"19_terrain till",2020,2.38602840178832,48.7880619981838
"20_P7P8",2020,-1.72780421324131,48.0493994736631
"20_P26",2020,-1.7283065278076,48.0472801713554
"20_P12",2020,-1.72539656280153,48.0469162385121
"20_P24",2020,-1.72325816285206,48.0483699579012
"20_P25",2020,-1.72212543854223,48.0487644203767
"20_P1P2",2020,-1.72637578894666,48.0500763372842
"21_T3",2020,-1.70594418909546,48.151424712936
"21_T1",2020,-1.71060679503575,48.1491878503093
"21_T2",2020,-1.71100936068599,48.1503970239888
"22_T4",2020,-1.29778036144356,47.8086898202335
"22_T1",2020,-1.30005172467971,47.8088680843615
"22_T2",2020,-1.30380542075581,47.8099775872791
"22_T3",2020,-1.30522010421457,47.8106295149571
"23_T1P8",2020,-1.23852368391345,48.2765120271574
"23_T3PO1",2020,-1.23520810061623,48.2776450186665
"23_T2VH5",2020,-1.23386783198239,48.2765467346716
"23_T4VH8",2020,-1.23657563179192,48.272586297737
"24_T3P10",2020,-2.01920475950125,48.0707520827675
"24_T4P9",2020,-2.02251252694026,48.0708541344232
"24_T2P6",2020,-2.01867629244247,48.073021449589
"24_T1P7a",2020,-2.02077643199986,48.0728246023285
"25_T3P43",2020,-1.88945649306773,47.9741266227554
"25_T2P42",2020,-1.89156913997384,47.9746770416781
"25_T1P65",2020,-1.89439493926196,47.9702519834074
"25_T4P72",2020,-1.8968534382631,47.9687016885769
"26_T2P10",2020,-1.63182701995107,48.3441199328946
"26_T1P13",2020,-1.63161480924351,48.3426513644943
"26_T3P7",2020,-1.62554308641071,48.3444833345015
"26_T4P1",2020,-1.62218913216663,48.34436347801
"27_T2P8",2020,-1.9882979200814,47.6889008779416
"27_T3P70",2020,-1.96606203024614,47.6805100306051
"27_T4P12",2020,-1.95668210914687,47.6880295789913
"27_T5P1b",2020,-1.95579222528897,47.6952748975513
"27_T6P1c",2020,-1.95655753601704,47.6966085752014
"27_T7P1d",2020,-1.95752455654941,47.6979022945049
"27_T8P1e",2020,-1.95843225066875,47.6988525961647
"27_T1P6",2020,-1.9914410295581,47.7080420710002
